text,label_text
"“The court further finds that the court was fraudulently misled and caused to recess the court prior to the time for the usual recess on the direct application and request of the said defense attorney Jack Mackin, and that the court was misled by the said Mackin to the extent that the said Kitchens had no intent to enter a plea of guilty, and no agreement having been made, as reported by counsel for the state and the defendant at 1:15 P.M.; and said defense attorney Jack Mackin having directly requested and insisted to the court that the court not cause the defendant to plead to the indictment prior to the conference between the said Jack Mackin and the district attorney and the defendant, full knowing that the bondsmen of the defendant had at that time been stricken from the approved bond list of Tarrant County, Texas, due to large sums in other judgments nisi now pending against them, one of the said bondsmen being the partner of said Jack Mackin; and that the said Jack Mackin went to the office of the district attorney at the time of recess and discussed for a matter of moments the possibility of a nominal sentence, and the defendant Kitchens never appeared for said conference, and repaired immediately to his automobile and drove away; that the said Jack Mackin at no time offered any explanation of the absence of the said Kitchens at the time of or immediately after the reconvening of the court at 1:15 P.M.","Conclusion, Rule/Law/Holding"
"Appellant was convicted of the offense of theft from the person, upon his plea of guilty to.","Conclusion, Invalid sentences"
"Aside from the confession of the appellant we find no evidence that he or any other person had sexual intercourse with the 14 year old girl at the time or the place described in the appellant’s confession or “on or about” the date alleged in the indictment, or at any other time within the period of limitation which is one year prior to the return of the indictment.","Conclusion, Facts"
"In keeping with the rule followed by this court in cases of this character, we refrain from a further discussion or comment upon the evidence but express the conclusion that the trial judge did not abuse his discretion in denying bail.","Conclusion, Analysis"
In this he fell into error.,"Conclusion, Analysis"
"Our prior opinion is withdrawn, and this one is adopted in lieu thereof.","Conclusion, Facts"
"Second, the Plaintiffs will execute a promissory note in the name of Defendant Hechanova for $10,000 on the same terms, payable in ten (10) years or if the property was sold, whichever comes first.","Conclusion, Others"
The Court ruled to reserve decision on the motion to quash.,"Conclusion, Facts"
"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).","Conclusion, Rule/Law/Holding"
"The jury resolved the conflict in the evidence against appellant, and we find it sufficient to support the conviction.","Conclusion, Analysis"
"The promissory note in favor of Guam United Trading and Financing Company [the appellant] in the amount of $20,000 with terms to be decided upon between counsel for the parties as we get into the process of drafting that, payable in ten (10) years or at the sale of the property in question, whichever comes first.","Conclusion, Others"
The sole question presented by brief relates to argument.,"Conclusion, Issue"
"The state confesses error and concedes that the conviction for theft from the person cannot be sustained under the indictment for robbery by assault, since it is not an included offense.","Conclusion, Facts"
The trial court overruled the objection to the introduction of the instrument and later declined to withdraw it from the jury’s consideration.,"Conclusion, Facts"
"This is a very strange result, and there is no indication that this was the intent of the legislature.","Conclusion, Analysis"
This is an appeal in a bail bond forfeiture case.,"Conclusion, Facts"
"Upon a plea of not guilty before the court without a jury, the appellant was convicted of the illegal possession of amphetamine; the punishment, a fine of $100.","Conclusion, Facts"
"With the vacating of the November 26, 1979 Decision and Order, the appointment of a ""Special Prosecutor"" by the Superior Court is declared a nullity.","Conclusion, Facts"
"1A Sutherland on Statutory Construction, §23.31 (3rd Ed.).","Others, Rule/Law/Holding"
“GENTLEMENS OF THE JURY:,"Others, Facts"
"Chemist Metz further testified that he ran a quantitative analysis on the needle and eyedropper which revealed that they contained .715 milligrams of morphine, a narcotic drug, and that a quantitative analysis run upon the pills and capsules revealed that some contained a derivative barbituric acid and some contained amphetamine.","Others, Facts"
CONCURRING OPINION,"Others, Conclusion"
"IT IS ORDERED, ADJUDGED AND DECREED:","Others, Conclusion"
"She testified that the appellant was standing near the cash register when she went to the back of the store to get some merchandise for a customer, and when she returned the appellant and his companions were gone; that when she started to make change in the sale, she discovered that the money had been taken from the cash register.","Others, Facts"
"The conduct complained of is that during their deliberations, the jury received new evidence in the form of a discussion about a film on sex deviation which was recently shown by the local PTA and the remark of one juror that he knew a prominent citizen of the community who was generally known as a sex deviate, but that such could not be proved.","Others, Facts"
"The court, in charging the jury on appellant’s right of self defense, instructed in paragraph 10 of the charge as follows:","Others, Facts"
"The trial court found, in his order holding the relator in contempt:","Others, Rule/Law/Holding"
(Emphasis added).,"Invalid sentences, Others"
"(Transcript, Exhibit 1 to Plaintiffs' Motion to compel.","Invalid sentences, Others"
1 and 2 he determined that each of them,"Invalid sentences, Facts"
1392 and 1393 defining “entry” and 1394 defining “breaking”.,"Invalid sentences, Analysis"
17 at page 605 (606) it is stated:,"Invalid sentences, Rule/Law/Holding"
"21, 317 S.W. 2d 737, as authority for reversal of cases where the state’s testimony was adduced by only one witness.","Invalid sentences, Analysis"
"616, 51 S.W. 2d 715, relied upon by appellant, the statute held to be void was Art. 1426a enacted in 1929 (Acts 41st Legislature p. 62) providing a punishment for the fraudulent taking of cotton or cotton seed, or both, of the value of less than $50, the punishment being different from that for theft of property under Art. 1422 P.C. Judge Morrow, speaking for the Court in Musick’s case, supra, stated:","Invalid sentences, Analysis"
A similar contention was before this Court in Hildebrand v.,"Invalid sentences, Analysis"
"”, and the narcotics registry number “1305”, and thereby obtained from the pharmacist, and the pharmacist placed in his hand 100 dexamyl tablets, dexamyl containing amphetamine.","Invalid sentences, Facts"
“An indictment is in no way related to or based on the,"Invalid sentences, Facts"
"“as soon as they started coming through the door I told the detective there, I says, ‘that is one of them right there’ (referring to appellant).”","Invalid sentences, Facts"
"“The rule applies where demand is made after the witness has testified on direct examination and is for the purpose of cross-examination, and possibly impeachment purposes,","Invalid sentences, Rule/Law/Holding"
"an indictment charging the offense of robbery by assault, and his punishment assessed at confinement in the penitentiary for two years.","Invalid sentences, Facts"
"and said he wanted to make a telephone call; that he made advances toward her and she scratched his face and screamed until he prevented her from doing so by putting his hand over her mouth; that after she fell or was pushed onto the floor of her bedroom, appellant attempted to have sexual relations with her, and did soon thereafter accomplish his purpose on the bed.","Invalid sentences, Facts"
Appellant contends that the trial court erred in failing to,"Invalid sentences, Issue"
"Appellant takes us to task for not mentioning, in our original opinion, his contention that the trial judge committed re","Invalid sentences, Facts"
"Appellant’s first three claims of error are the same as were urged and decided adversely to the accused in Cause No. 34,804, styled George E. Hancock, Appellant v.","Invalid sentences, Analysis"
Appellant’s oral statement and the shoes were admitted in,"Invalid sentences, Facts"
"Appellant’s voluntary written statement, made to Officer M.","Invalid sentences, Facts"
"C. Rogers, an accident investigator for the Houston police department, testified that on the night in question he was called to the scene of the accident, which was in the 3400 block of","Invalid sentences, Facts"
"C. Rust, was parked in front of his place of business in Harris County between 7 and 9:30 o’clock P.M. Mr. Rust discovered that it was missing and notified the police.","Invalid sentences, Facts"
E. Evans by the male organ of the defendant must be proved beyond a reasonable doubt.”,"Invalid sentences, Facts"
"E. Storey identified the pistol he waited, as he was asked to do, until police arrived, then was taken to the police station where he made a statement.","Invalid sentences, Facts"
"For this reason, plaintiffs maintain that §6500.13 is of no force and effect.","Invalid sentences, Issue"
"G. Hall following his arrest, was introduced in evidence by the State, in which he admitted having committed the robbery.","Invalid sentences, Facts"
He points to his objection as to what the officer found and the trial court’s agreement that he had,"Invalid sentences, Facts"
He stated that he did not know Jerry Fields was going to sign the name James Cook to the,"Invalid sentences, Facts"
Honyea further testified that when J.,"Invalid sentences, Facts"
I am unable to agree that the affidavits of the relator and,"Invalid sentences, Analysis"
"In motion for rehearing, Judge Hawkins stated:","Invalid sentences, Facts"
In Pruit supra we said:,"Invalid sentences, Rule/Law/Holding"
It is first contended that the proof fails to show that appel,"Invalid sentences, Issue"
IT IS SO ORDERED.,"Invalid sentences, Others"
It was also held that although the,"Invalid sentences, Analysis"
"It was shown on the hearing of appellant’s motion to quash that there were no women on the Grand Jury which returned the indictment against him and, except for the years 1955 and","Invalid sentences, Analysis"
"J. Griffin, proprietor of the Riverside Inn, testified that on the evening of December 1st, 1960, he was introduced at his place of business to the appellant by Dude Landrum.","Invalid sentences, Facts"
"Judge McCleskey, Justice of the Peace of Precinct One, Place One, Lubbock County, testified that the City of Lubbock was located entirely within Precinct One of said county and","Invalid sentences, Facts"
"Officer Wages testified that he observed the appellant staggering as he walked along a sidewalk adjoining a public street, and from six to ten feet away he called for the appellant to","Invalid sentences, Facts"
ON appellant’s second motion for rehearing,"Invalid sentences, Others"
ON MOTION FOR REHEARING,"Invalid sentences, Others"
"On the evening of December 28, 1960, after the prosecuting witness, who was employed at a Veterans Administration Hospital, and her two companions returned home from work, one of the women went to the mail box around 6 p.m., and found a letter marked “ ‘personal’ ” and","Invalid sentences, Facts"
"on the pistols, and thereafter appellant paid him $2.50 and repossessed the automatic pistol and “said I could have the other pistol for the rest of the money”.","Invalid sentences, Facts"
"prohibits the use of defendant’s oral confession made while in jail, or in custody of an officer, “unless in connection with said confession, he makes statements .of facts or circumstances that are found to be true, which conduce to establish his guilt, such as the finding of secreted or stolen property, or the instruction with which he states the offense was committed.”","Invalid sentences, Rule/Law/Holding"
Reference is also made to the writer’s dissent in Lindsey v.,"Invalid sentences, Analysis"
Reliance is had upon Musick v.,"Invalid sentences, Analysis"
Reliance is had upon Toombs v.,"Invalid sentences, Analysis"
sacks of No. 1 Grade Everbest Brand of potatoes to said store on Sunday.,"Invalid sentences, Facts"
"Section 6500.13 limits the Government's liability to $100,000.00 (See Decision and Order of February 11, 1980, Paulin v.","Invalid sentences, Rule/Law/Holding"
SO ORDERED.,"Invalid sentences, Others"
"State, 198 S.W. 2d 270, that the offense of theft from the person is not an included offense in the crime of robbery and that a court is without jurisdiction to try an accused for the offense of theft from the person under an","Invalid sentences, Analysis"
"State, 293 S.W. 2d 765, it was held that the accused, a male person, could not complain because no women were on the jury panel from ¡which the jury was selected to try him.","Invalid sentences, Rule/Law/Holding"
The appeal is,"Invalid sentences, Facts"
"The charge contains the following: “Before you can convict the defendant of the alleged offense, you must believe from the evidence beyond a reasonable doubt that Mrs. J.","Invalid sentences, Facts"
The eighth count of the indictment alleged:,"Invalid sentences, Facts"
"The Legislature, in enacting Art. 1404b providing a punishment for the entry by breaking of a vehicle for the purpose of committing a felony or misdemeanor, made such statute a part of said Chapter 6, Title 17 of the Penal Code, in the following language:","Invalid sentences, Analysis"
"The prior convictions were established by fingerprint comparison and certified copies of records of the various penal institutions, such as we have approved in Roberts v.","Invalid sentences, Analysis"
"The quoted phrase is not found in the charge- The instruction to the effect that the slightest penetration was sufficient was preceded by the instruction that the force used, if any, must have been such as might reasonably be supposed sufficient to overcome resistance “and the penetration of the sexual organ of the said Mrs. J.","Invalid sentences, Facts"
"The record shows that prior to this testimony concerning the line-up Jackson himself had related, without objection, that","Invalid sentences, Facts"
The state’s proof further shows that after appellant was re,"Invalid sentences, Facts"
"The state’s testimony shows that the prosecuting witness,","Invalid sentences, Facts"
The testimony reflects that prior to appellant’s coming to the,"Invalid sentences, Facts"
There is evidence that,"Invalid sentences, Facts"
These elements are clearly embraced in the,"Invalid sentences, Facts"
They also presented to him the Gulf credit card and by,"Invalid sentences, Facts"
"They stand convicted of an unlawful assembly denounced by our Article 449, V.A.P.C., as follows:","Invalid sentences, Facts"
This is a companion case to that of Blaylock v.,"Invalid sentences, Facts"
"This was denied, and appellant then asked the court to instruct the prosecutor to turn the statement over to the court reporter so that it might be incorporated into the record as a part of his bill of exception “* * * so the appellate court","Invalid sentences, Facts"
"Though false imprisonment is a lesser included offense to kidnapping under the terms of Article 695, V.A.C.C.P., the necessity for such a charge has been decided adversely to appellant’s contention in Daywood v.","Invalid sentences, Analysis"
"Troublefield testified that about April 21, he agreed to let Dale Barnett put a calf in his barn until Dale could sell it; that it was a white-faced calf and that it later got out of the barn.","Invalid sentences, Facts"
"Under the statute, the attempt to procure may be","Invalid sentences, Analysis"
We are unable to agree that because the rifle was not found until the day following appellant’s statement to the witness as to where it was located and after appellant had accompanied the officers to the,"Invalid sentences, Analysis"
We do not think that these cases have the same fact situations as reflected by the evidence in the instant,"Invalid sentences, Analysis"
"which provides that the term “dangerous drug” includes amphetamine or compounds or mixtures thereof, except preparations for use in the nose and unfit for internal use, and includes any barbiturate or other hypnotic drug.","Invalid sentences, Analysis"
"While it is the rule in this state that prior convictions may not be used more than once to enhance punishment, in Johnson v.","Invalid sentences, Analysis"
